timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-21T20:31:15,GP gpytorch optimization,392948b3-54c6-4567-be63-e043398875ba,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1948.59068038,0.0010511583075069374,5.394454146224019e-07,14.0,0.0,5.746705055236816,0.0075778113197577735,0,0.003110340015367869,0.01068815133512565,Brazil,BRA,são paulo,,,Linux-6.8.0-47-generic-x86_64-with-glibc2.35,3.10.12,2.7.1,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,-47.0439,-22.895,15.324546813964844,machine,N,1.0
